560,2023-03-14,2215,2397
561,2023-03-15,2232,2419
562,2023-03-16,2233,2418
563,2023-03-17,2245,2427
564,2023-03-18,2249,2438
565,2023-03-19,2247,2436
566,2023-03-20,2245,2440
567,2023-03-21,2237,2427
568,2023-03-22,2246,2430
569,2023-03-23,2224,2416
570,2023-03-24,2221,2420
571,2023-03-25,2221,2406
572,2023-03-26,2206,2395
573,2023-03-27,2190,2378
574,2023-03-28,2168,2366
575,2023-03-29,2165,2362
576,2023-03-30,2147,2339
577,2023-03-31,2129,2327
578,2023-04-01,2124,2319
579,2023-04-02,2104,2305
580,2023-04-03,2082,2283
581,2023-04-04,2072,2264
582,2023-04-05,2059,2255
583,2023-04-06,2050,2235
584,2023-04-07,2039,2229
585,2023-04-08,2026,2217
586,2023-04-09,2018,2215
587,2023-04-10,1996,2196
588,2023-04-11,1995,2182
589,2023-04-12,2002,2197
590,2023-04-13,1988,2178
591,2023-04-14,1989,2189
592,2023-04-15,1992,2189
593,2023-04-16,1999,2196
594,2023-04-17,1996,2187
595,2023-04-18,1999,2201
596,2023-04-19,2011,2198
597,2023-04-20,2010,2200
598,2023-04-21,2018,2214
599,2023-04-22,2034,2219
600,2023-04-23,2040,2233
601,2023-04-24,2044,2241
602,2023-04-25,2049,2253
603,2023-04-26,2067,2257
604,2023-04-27,2075,2262
605,2023-04-28,2083,2278
606,2023-04-29,2085,2288
607,2023-04-30,2097,2296
608,2023-05-01,2109,2303
609,2023-05-02,2114,2303
610,2023-05-03,2120,2320
611,2023-05-04,2122,2315
612,2023-05-05,2126,2331
613,2023-05-06,2127,2326
614,2023-05-07,2137,2333
615,2023-05-08,2130,2320
616,2023-05-09,2125,2327
617,2023-05-10,2138,2340
618,2023-05-11,2125,2321
619,2023-05-12,2124,2331
620,2023-05-13,2135,2326
621,2023-05-14,2128,2326
622,2023-05-15,2122,2319
623,2023-05-16,2116,2311
624,2023-05-17,2124,2330
625,2023-05-18,2116,2316
626,2023-05-19,2125,2312
627,2023-05-20,2118,2318
628,2023-05-21,2125,2316
629,2023-05-22,2122,2314
630,2023-05-23,2112,2311
631,2023-05-24,2118,2325
632,2023-05-25,2116,2315
633,2023-05-26,2128,2323
634,2023-05-27,2138,2339
635,2023-05-28,2144,2339
636,2023-05-29,2135,2336
637,2023-05-30,2140,2342
638,2023-05-31,2156,2356
639,2023-06-01,2163,2358
640,2023-06-02,2171,2368
641,2023-06-03,2175,2380
642,2023-06-04,2192,2395
643,2023-06-05,2199,2390
644,2023-06-06,2198,2396
645,2023-06-07,2222,2420
646,2023-06-08,2218,2425
647,2023-06-09,2230,2434
648,2023-06-10,2245,2440
649,2023-06-11,2257,2459
650,2023-06-12,2263,2459
651,2023-06-13,2256,2456
652,2023-06-14,2277,2474
653,2023-06-15,2271,2469
654,2023-06-16,2279,2479
655,2023-06-17,2291,2487
656,2023-06-18,2289,2486
657,2023-06-19,2272,2482
658,2023-06-20,2276,2484
659,2023-06-21,2277,2482
660,2023-06-22,2273,2473
661,2023-06-23,2273,2468
662,2023-06-24,2280,2467
663,2023-06-25,2263,2468
664,2023-06-26,2249,2450
665,2023-06-27,2241,2438
666,2023-06-28,2247,2445
667,2023-06-29,2225,2433
668,2023-06-30,2220,2429
669,2023-07-01,2221,2418
670,2023-07-02,2205,2407
671,2023-07-03,2190,2398
672,2023-07-04,2182,2383
673,2023-07-05,2174,2384
674,2023-07-06,2164,2366
675,2023-07-07,2170,2374
676,2023-07-08,2168,2377
677,2023-07-09,2164,2366
678,2023-07-10,2154,2360
679,2023-07-11,2152,2347
680,2023-07-12,2163,2362
681,2023-07-13,2149,2353
682,2023-07-14,2159,2353
683,2023-07-15,2160,2360
684,2023-07-16,2159,2362
685,2023-07-17,2158,2360
686,2023-07-18,2153,2362
687,2023-07-19,2167,2379
688,2023-07-20,2169,2375
689,2023-07-21,2172,2371
690,2023-07-22,2175,2385
691,2023-07-23,2185,2393
692,2023-07-24,2181,2383
693,2023-07-25,2186,2385
694,2023-07-26,2201,2400
695,2023-07-27,2190,2401
696,2023-07-28,2196,2406
697,2023-07-29,2191,2406
698,2023-07-30,2210,2408
699,2023-07-31,2191,2398
700,2023-08-01,2185,2397
701,2023-08-02,2187,2396
702,2023-08-03,2173,2394
703,2023-08-04,2176,2379
704,2023-08-05,2172,2388
705,2023-08-06,2174,2369
706,2023-08-07,2165,2374
707,2023-08-08,2149,2359
708,2023-08-09,2156,2363
709,2023-08-10,2138,2352
710,2023-08-11,2141,2349
711,2023-08-12,2133,2345
712,2023-08-13,2127,2348
713,2023-08-14,2129,2331
714,2023-08-15,2118,2319
715,2023-08-16,2120,2330
716,2023-08-17,2113,2317
717,2023-08-18,2119,2324
718,2023-08-19,2118,2335
719,2023-08-20,2120,2335
720,2023-08-21,2115,2331
721,2023-08-22,2112,2340
722,2023-08-23,2137,2357
723,2023-08-24,2134,2351
724,2023-08-25,2162,2368
725,2023-08-26,2160,2378
726,2023-08-27,2179,2385
727,2023-08-28,2179,2397
728,2023-08-29,2189,2400
729,2023-08-30,2205,2420
730,2023-08-31,2213,2438
731,2023-09-01,2227,2453
