279,2021-01-01,1313,1497
280,2021-01-02,1326,1512
281,2021-01-03,1331,1510
282,2021-01-04,1328,1511
283,2021-02-01,1344,1533
284,2021-02-02,1343,1529
285,2021-02-03,1353,1532
286,2021-02-04,1347,1529
287,2021-03-01,1372,1564
288,2021-03-02,1384,1566
289,2021-03-03,1401,1594
290,2021-03-04,1413,1593
291,2021-03-05,1429,1611
292,2021-04-01,1433,1618
293,2021-04-02,1414,1599
294,2021-04-03,1405,1591
295,2021-04-04,1387,1570
296,2021-05-01,1437,1614
297,2021-05-02,1435,1634
298,2021-05-03,1438,1629
299,2021-05-04,1443,1629
300,2021-06-01,1478,1675
301,2021-06-02,1505,1694
302,2021-06-03,1498,1681
303,2021-06-04,1520,1699
304,2021-06-05,1530,1719
305,2021-07-01,1530,1718
306,2021-07-02,1526,1714
307,2021-07-03,1514,1704
308,2021-07-04,1519,1709
309,2021-08-01,1527,1703
310,2021-08-02,1511,1698
311,2021-08-03,1509,1691
312,2021-08-04,1503,1688
313,2021-09-01,1569,1744
314,2021-09-02,1569,1756
315,2021-09-03,1580,1770
316,2021-09-04,1593,1780
317,2021-09-05,1599,1784
318,2021-10-01,1613,1798
319,2021-10-02,1624,1806
320,2021-10-03,1637,1826
321,2021-10-04,1649,1830
322,2021-11-01,1647,1840
323,2021-11-02,1638,1824
324,2021-11-03,1631,1813
325,2021-11-04,1616,1808
326,2021-12-01,1644,1824
327,2021-12-02,1633,1820
328,2021-12-03,1633,1819
329,2021-12-04,1624,1801
330,2021-12-05,1628,1808
331,2022-01-01,1656,1836
332,2022-01-02,1660,1852
333,2022-01-03,1659,1846
334,2022-01-04,1662,1844
335,2022-02-01,1678,1868
336,2022-02-02,1691,1877
337,2022-02-03,1683,1870
338,2022-02-04,1691,1871
339,2022-03-01,1712,1889
340,2022-03-02,1734,1914
341,2022-03-03,1736,1926
342,2022-03-04,1751,1937
343,2022-03-05,1768,1956
344,2022-04-01,1780,1967
345,2022-04-02,1760,1943
346,2022-04-03,1751,1938
347,2022-04-04,1728,1914
348,2022-05-01,1780,1967
349,2022-05-02,1771,1962
350,2022-05-03,1777,1959
351,2022-05-04,1787,1972
352,2022-06-01,1829,2019
353,2022-06-02,1832,2019
354,2022-06-03,1851,2035
355,2022-06-04,1856,2039
356,2022-06-05,1871,2058
357,2022-07-01,1883,2067
358,2022-07-02,1878,2060
359,2022-07-03,1866,2052
360,2022-07-04,1847,2035
361,2022-08-01,1855,2041
362,2022-08-02,1855,2045
363,2022-08-03,1857,2036
364,2022-08-04,1846,2035
365,2022-08-05,1847,2027
366,2022-09-01,1898,2088
367,2022-09-02,1916,2091
368,2022-09-03,1918,2099
369,2022-09-04,1933,2110
370,2022-09-05,1935,2116
371,2022-09-06,1939,2121
372,2022-09-07,1947,2132
373,2022-09-08,1944,2125
374,2022-09-09,1953,2140
375,2022-09-10,1956,2145
376,2022-09-11,1959,2136
377,2022-09-12,1955,2127
378,2022-09-13,1936,2126
379,2022-09-14,1946,2135
380,2022-09-15,1941,2123
381,2022-09-16,1940,2127
382,2022-09-17,1936,2125
383,2022-09-18,1932,2119
384,2022-09-19,1928,2110
385,2022-09-20,1921,2097
386,2022-09-21,1927,2108
387,2022-09-22,1913,2098
388,2022-09-23,1921,2103
389,2022-09-24,1915,2103
390,2022-09-25,1920,2103
391,2022-09-26,1910,2096
392,2022-09-27,1918,2104
393,2022-09-28,1934,2112
394,2022-09-29,1934,2120
395,2022-09-30,1941,2130
396,2022-10-01,1956,2136
397,2022-10-02,1962,2152
398,2022-10-03,1971,2161
399,2022-10-04,1984,2172
400,2022-10-05,2005,2193
401,2022-10-06,2012,2196
402,2022-10-07,2034,2216
403,2022-10-08,2047,2234
404,2022-10-09,2058,2244
405,2022-10-10,2065,2252
406,2022-10-11,2073,2268
407,2022-10-12,2104,2290
408,2022-10-13,2108,2281
409,2022-10-14,2116,2303
410,2022-10-15,2126,2313
411,2022-10-16,2132,2320
412,2022-10-17,2125,2316
413,2022-10-18,2134,2313
414,2022-10-19,2139,2319
415,2022-10-20,2120,2312
416,2022-10-21,2129,2315
417,2022-10-22,2122,2310
418,2022-10-23,2113,2304
419,2022-10-24,2101,2284
420,2022-10-25,2093,2273
421,2022-10-26,2084,2261
422,2022-10-27,2068,2251
423,2022-10-28,2060,2240
424,2022-10-29,2039,2225
425,2022-10-30,2034,2222
426,2022-10-31,2018,2195
427,2022-11-01,1984,2180
428,2022-11-02,1998,2180
429,2022-11-03,1967,2157
430,2022-11-04,1967,2152
431,2022-11-05,1953,2142
432,2022-11-06,1951,2139
433,2022-11-07,1936,2114
434,2022-11-08,1939,2108
435,2022-11-09,1933,2120
436,2022-11-10,1916,2107
437,2022-11-11,1930,2109
438,2022-11-12,1928,2117
439,2022-11-13,1935,2121
440,2022-11-14,1936,2117
441,2022-11-15,1930,2118
442,2022-11-16,1954,2129
443,2022-11-17,1941,2132
444,2022-11-18,1949,2141
445,2022-11-19,1959,2145
446,2022-11-20,1967,2150
447,2022-11-21,1970,2153
448,2022-11-22,1972,2163
449,2022-11-23,1984,2161
450,2022-11-24,1982,2164
451,2022-11-25,1983,2171
452,2022-11-26,1994,2177
453,2022-11-27,1990,2178
454,2022-11-28,1980,2175
455,2022-11-29,1986,2168
456,2022-11-30,1986,2170
457,2022-12-01,1976,2164
458,2022-12-02,1979,2166
459,2022-12-03,1979,2162
460,2022-12-04,1973,2158
461,2022-12-05,1959,2146
462,2022-12-06,1947,2138
463,2022-12-07,1956,2142
464,2022-12-08,1936,2127
465,2022-12-09,1939,2126
466,2022-12-10,1937,2120
467,2022-12-11,1929,2117
468,2022-12-12,1920,2101
469,2022-12-13,1920,2094
470,2022-12-14,1918,2106
471,2022-12-15,1907,2091
472,2022-12-16,1917,2098
473,2022-12-17,1909,2108
474,2022-12-18,1925,2105
475,2022-12-19,1922,2100
476,2022-12-20,1915,2099
477,2022-12-21,1927,2120
478,2022-12-22,1921,2109
479,2022-12-23,1935,2116
480,2022-12-24,1946,2124
481,2022-12-25,1960,2143
482,2022-12-26,1955,2138
483,2022-12-27,1955,2149
484,2022-12-28,1976,2161
485,2022-12-29,1974,2153
486,2022-12-30,1989,2177
487,2022-12-31,1985,2175
488,2023-01-01,1997,2185
489,2023-01-02,1995,2180
490,2023-01-03,2005,2187
491,2023-01-04,2009,2198
492,2023-01-05,2003,2185
493,2023-01-06,2016,2193
494,2023-01-07,2014,2205
495,2023-01-08,2010,2206
496,2023-01-09,2014,2203
497,2023-01-10,2007,2196
498,2023-01-11,2013,2206
499,2023-01-12,2011,2196
500,2023-01-13,2015,2193
501,2023-01-14,2009,2203
502,2023-01-15,2016,2204
503,2023-01-16,2005,2191
504,2023-01-17,1997,2192
505,2023-01-18,2004,2190
506,2023-01-19,2005,2186
507,2023-01-20,2002,2195
508,2023-01-21,2007,2199
509,2023-01-22,2004,2195
510,2023-01-23,1999,2187
511,2023-01-24,2006,2189
512,2023-01-25,2008,2198
513,2023-01-26,2005,2198
514,2023-01-27,2017,2204
515,2023-01-28,2015,2205
516,2023-01-29,2028,2213
517,2023-01-30,2027,2208
518,2023-01-31,2020,2204
519,2023-02-01,2026,2221
520,2023-02-02,2031,2215
521,2023-02-03,2025,2220
522,2023-02-04,2030,2217
523,2023-02-05,2030,2224
524,2023-02-06,2030,2221
525,2023-02-07,2028,2212
526,2023-02-08,2029,2229
527,2023-02-09,2026,2214
528,2023-02-10,2035,2221
529,2023-02-11,2025,2216
530,2023-02-12,2030,2217
531,2023-02-13,2016,2205
532,2023-02-14,2018,2200
533,2023-02-15,2018,2206
534,2023-02-16,2014,2198
535,2023-02-17,2007,2194
536,2023-02-18,2011,2205
537,2023-02-19,2009,2202
538,2023-02-20,2008,2199
539,2023-02-21,2008,2193
540,2023-02-22,2015,2198
541,2023-02-23,2008,2194
542,2023-02-24,2010,2208
543,2023-02-25,2020,2206
544,2023-02-26,2028,2221
545,2023-02-27,2030,2223
546,2023-02-28,2034,2226
547,2023-03-01,2052,2245
548,2023-03-02,2061,2245
549,2023-03-03,2071,2266
550,2023-03-04,2094,2281
551,2023-03-05,2099,2295
552,2023-03-06,2117,2300
553,2023-03-07,2124,2314
554,2023-03-08,2150,2332
555,2023-03-09,2161,2340
556,2023-03-10,2180,2359
557,2023-03-11,2185,2371
558,2023-03-12,2212,2387
559,2023-03-13,2205,2390
